system:index,B10,B2,B3,B4,B5,B6,B7,Hillshade,MNDWI,NDVI,id,slope,.geo,Class,Sensor,B10_normalized
51_0,292.36304,0.09802759,0.09576202,0.08551111,0.3258155,0.19151634,0.083881445,185,-0.33331546,0.58421797,1128907629,0.5564414,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.12196730505434,-43.34538795752564]}",LightVeg,LE07,0.6760007504605923
52_0,292.36304,0.094815604,0.08853314,0.058123946,0.45121938,0.18673305,0.068023466,185,-0.35674527,0.7717691,-2067586605,0.2591991,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.37904208063478,-43.18039675257124]}",LightVeg,LE07,0.6760007504605923
53_0,296.50168,0.10123957,0.08311148,0.092357896,0.15101011,0.21304111,0.15410964,186,-0.4387253,0.24100216,816879464,0.57182425,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.31242008497196,-43.26186848410523]}",LightVeg,LE07,0.7639363740302395
54_0,292.88834,0.104451545,0.10479812,0.07352922,0.4094181,0.1891247,0.07935059,185,-0.2869004,0.695498,171004796,0.3249185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.5954556317354,-43.10977813113601]}",LightVeg,LE07,0.6871620457317773
55_0,291.8354,0.109269515,0.108412564,0.071817525,0.44741926,0.20586619,0.08161602,186,-0.31008658,0.72337276,-1243414519,0.44494185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.57269376331584,-43.1485964338351]}",LightVeg,LE07,0.6647897361128138
56_0,293.4113,0.0964216,0.09937646,0.06497074,0.45881963,0.18434142,0.06575804,185,-0.29946986,0.7519208,2044435419,1.0937265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.747561712124,-43.06239850625882]}",LightVeg,LE07,0.6982736219263674
57_0,293.4113,0.10284556,0.10479812,0.075240925,0.42461857,0.19869126,0.08161602,185,-0.30937865,0.6989517,-1876292105,0.99464,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.73610563022723,-43.0704771439511]}",LightVeg,LE07,0.6982736219263674
58_0,294.45032,0.104451545,0.09576202,0.066682436,0.37141693,0.16999157,0.06349261,186,-0.2793172,0.69558305,963035520,0.30624318,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.00839405112114,-42.926519515367225]}",LightVeg,LE07,0.7203501667820046
59_0,293.93195,0.09320962,0.09214758,0.052988853,0.46641985,0.17955813,0.061227188,179,-0.32171038,0.7959647,1100787714,3.2045803,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.27426052848966,-42.69439275920367]}",LightVeg,LE07,0.7093361164684238
60_0,293.93195,0.099633574,0.09756924,0.066682436,0.4284187,0.19390798,0.068023466,187,-0.3305189,0.73063105,-1828541982,0.6680554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.25449313107254,-42.69686988545787]}",LightVeg,LE07,0.7093361164684238
61_0,293.93195,0.09320962,0.0939548,0.063259035,0.4284187,0.1891247,0.07255432,184,-0.33619496,0.7426809,-495483505,0.9877496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.5374626080186,-42.67914133623725]}",LightVeg,LE07,0.7093361164684238
62_0,293.93195,0.10605754,0.0939548,0.07010583,0.4094181,0.18434142,0.07028889,186,-0.32478565,0.7076024,-1947401828,0.43047985,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.70343447156182,-42.59070780965635]}",LightVeg,LE07,0.7093361164684238
63_0,292.36304,0.099633574,0.08672592,0.066682436,0.33721587,0.13650858,0.056696337,185,-0.22300613,0.6698058,-331524310,0.036434293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.17354710542148,-42.56463777995305]}",LightVeg,LE07,0.6760007504605923
64_0,290.23788,0.1124815,0.0939548,0.080376014,0.1928114,0.11737544,0.068023466,187,-0.11082484,0.4115687,44140999,0.8012165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.14988735342163,-42.60519701510567]}",LightVeg,LE07,0.6308464800274861
65_0,291.8354,0.114087485,0.108412564,0.0957813,0.38281727,0.21304111,0.10200485,188,-0.32548562,0.59974265,1069564964,1.4975547,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.59117405934552,-42.55108644572402]}",LightVeg,LE07,0.6647897361128138
66_0,292.36304,0.09802759,0.08853314,0.066682436,0.37901714,0.1891247,0.07481974,185,-0.36228606,0.7007741,952470269,0.80789536,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.59397424918546,-42.538103660412276]}",LightVeg,LE07,0.6760007504605923
67_0,292.36304,0.09802759,0.09756924,0.066682436,0.39801773,0.17716649,0.07255432,185,-0.28972295,0.71300876,1504470421,0.24927858,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.69980551773085,-42.59316156524357]}",LightVeg,LE07,0.6760007504605923
68_0,304.85916,0.11729947,0.113834225,0.118033364,0.22701246,0.29914021,0.16317134,187,-0.44871056,0.31583947,2082226471,1.3057302,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.89988968615637,-43.637212638017736]}",LightVeg,LE07,0.9415116681536351
69_0,298.51895,0.0964216,0.09034036,0.0957813,0.2536133,0.2632656,0.13145538,194,-0.48903373,0.45172995,1639639341,3.0564523,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.8793575222521,-43.67527995609823]}",LightVeg,LE07,0.8067982550728868
70_0,295.48038,0.08839165,0.08311148,0.059835643,0.41701832,0.22021605,0.08614687,186,-0.45200175,0.74903995,1931055733,0.23845185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.93556576537665,-43.66425049925631]}",LightVeg,LE07,0.7422363343187207
71_0,299.51532,0.08999764,0.08672592,0.0889345,0.28401423,0.26087394,0.115597405,182,-0.5010014,0.52307385,13258375,1.4182926,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.1335518448475,-43.67877717036804]}",LightVeg,LE07,0.8279685953914662
72_0,300.01056,0.09802759,0.09576202,0.104339786,0.31821528,0.29674858,0.14051709,182,-0.51205385,0.5061482,-717489549,1.699774,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.12609292122016,-43.67149238316518]}",LightVeg,LE07,0.8384911917556424
73_0,304.85916,0.09802759,0.09756924,0.11118657,0.27261385,0.3087068,0.16090591,185,-0.5196899,0.42060214,1358269342,0.96581197,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.12568696650183,-43.65528555611203]}",LightVeg,LE07,0.9415116681536351
74_0,299.01813,0.09160363,0.08853314,0.075240925,0.3258155,0.2513074,0.12012825,187,-0.47897246,0.6247863,333981219,0.6758512,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.29256291860875,-43.77356237923737]}",LightVeg,LE07,0.8174045664634628
75_0,301.97214,0.09802759,0.09756924,0.10262808,0.30681494,0.31109843,0.1518442,207,-0.5225008,0.49869418,-1536673689,7.811662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.173269200266,-43.77110432299623]}",LightVeg,LE07,0.8801698012703019
76_0,296.50168,0.08517967,0.08311148,0.058123946,0.4360189,0.22978261,0.08841229,197,-0.46875647,0.7647484,211654940,5.9960713,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.2424085370287,-43.81554757178571]}",LightVeg,LE07,0.7639363740302395
77_0,297.00912,0.09320962,0.08311148,0.07352922,0.35621646,0.21543276,0.09067772,186,-0.4432217,0.6578012,1722366988,0.6875108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.31499548577463,-43.78619818757058]}",LightVeg,LE07,0.7747181895116971
78_0,304.38245,0.10284556,0.09756924,0.10605148,0.26501364,0.30631515,0.1699676,186,-0.5168457,0.42839423,-20596603,0.93478954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.12606182935144,-43.65663575127898]}",LightVeg,LE07,0.9313827873831685
79_0,296.50168,0.08839165,0.08311148,0.06839413,0.35621646,0.25369903,0.115597405,187,-0.5064793,0.67785007,-411921080,1.0716572,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.11334319140613,-43.61991241866845]}",LightVeg,LE07,0.7639363740302395
80_0,306.279,0.10123957,0.09937646,0.11974506,0.29541457,0.3421898,0.17902932,188,-0.54989105,0.42313725,1963024162,1.2819188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.15970621155577,-43.576637162117954]}",LightVeg,LE07,0.9716796740128375
81_0,303.90396,0.0964216,0.09576202,0.10262808,0.3258155,0.30153188,0.14051709,189,-0.51792854,0.52092606,-1810572321,1.8473241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.17030470944874,-43.51395244664603]}",LightVeg,LE07,0.92121608611854
82_0,299.51532,0.0964216,0.08672592,0.08722281,0.24221292,0.24891575,0.12692453,187,-0.48322317,0.47047147,-493383154,0.48238063,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.15839273387328,-43.5007332664673]}",LightVeg,LE07,0.8279685953914662
83_0,301.97214,0.10123957,0.09214758,0.092357896,0.2536133,0.25609067,0.1337208,184,-0.47077852,0.46609488,788473262,1.0251967,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.2018511958716,-43.513090722847416]}",LightVeg,LE07,0.8801698012703019
84_0,295.48038,0.09160363,0.08672592,0.058123946,0.46641985,0.16520828,0.06575804,177,-0.31151927,0.77838284,89302147,4.013034,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.20198108079813,-43.44069564791211]}",LightVeg,LE07,0.7422363343187207
85_0,295.9921,0.08357368,0.07768982,0.052988853,0.39421764,0.20825784,0.08161602,184,-0.45661512,0.7630229,1715396813,0.4633518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.194191667889,-43.439358481938285]}",LightVeg,LE07,0.7531090889659133
86_0,296.50168,0.08678566,0.08311148,0.06839413,0.39801773,0.2178244,0.083881445,177,-0.4476466,0.70672214,810631850,3.3030765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.1818425687397,-43.40074980525996]}",LightVeg,LE07,0.7639363740302395
87_0,293.93195,0.08196769,0.07768982,0.058123946,0.48922056,0.19869126,0.07481974,255,-0.43780655,0.78761476,-889691252,27.843075,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.1168670562928,-43.326817550253686]}",LightVeg,LE07,0.7093361164684238
88_0,296.50168,0.08517967,0.08853314,0.063259035,0.42461857,0.22739097,0.09520857,198,-0.43952906,0.74067664,1081221713,4.814507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.2743990843634,-43.30466696478382]}",LightVeg,LE07,0.7639363740302395
89_0,299.01813,0.08999764,0.09034036,0.07352922,0.39041752,0.22260769,0.097473994,190,-0.42264947,0.6830273,1158634002,4.865152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.3729028431743,-43.32302773259298]}",LightVeg,LE07,0.8174045664634628
90_0,295.9921,0.08999764,0.0849187,0.052988853,0.43981904,0.19390798,0.07255432,186,-0.39088538,0.78495127,-352641433,3.8928008,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.3658502072011,-43.31926858820737]}",LightVeg,LE07,0.7531090889659133
91_0,293.4113,0.08196769,0.08130426,0.049565457,0.47021997,0.19151634,0.07028889,183,-0.40397272,0.8092849,1739234207,0.5984498,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.44284842982444,-43.22309690962561]}",LightVeg,LE07,0.6982736219263674
92_0,297.00912,0.08517967,0.07768982,0.063259035,0.39041752,0.21304111,0.07935059,188,-0.4655552,0.72112715,-1802530912,1.0414102,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.29195343978515,-43.26275195189557]}",LightVeg,LE07,0.7747181895116971
93_0,297.00912,0.08678566,0.07768982,0.06839413,0.37141693,0.22499932,0.08841229,190,-0.48666927,0.68898404,-1509012779,1.7260331,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.29452785946265,-43.2600439514056]}",LightVeg,LE07,0.7747181895116971
94_0,297.51447,0.08839165,0.0849187,0.06154734,0.4094181,0.2178244,0.08614687,184,-0.4390049,0.73863333,-420700833,0.7027554,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.42984579891234,-43.21261096987574]}",LightVeg,LE07,0.7854555977837195
95_0,299.01813,0.09320962,0.08672592,0.07352922,0.35241634,0.25369903,0.11106655,183,-0.49048436,0.65474826,1201632776,0.7139262,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.4368629886146,-43.21258438906613]}",LightVeg,LE07,0.8174045664634628
96_0,300.5038,0.10123957,0.09756924,0.10262808,0.3258155,0.29674858,0.14731336,182,-0.50512385,0.52092606,-774079994,1.0111905,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.46305642024342,-43.20869937702749]}",LightVeg,LE07,0.8489712931825589
97_0,298.01773,0.09320962,0.08672592,0.0906462,0.2536133,0.2178244,0.10200485,180,-0.43046573,0.47338447,-1335103209,3.5148714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.49482491275725,-43.20964694972807]}",LightVeg,LE07,0.7961485988463045
98_0,292.88834,0.09802759,0.09034036,0.06497074,0.39041752,0.16281664,0.06349261,184,-0.28628987,0.71465784,797716175,0.61300373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.7432048119208,-43.04699026624814]}",LightVeg,LE07,0.6871620457317773
99_0,293.4113,0.099633574,0.0939548,0.063259035,0.45121938,0.17955813,0.06349261,187,-0.31297725,0.75408477,1257301109,0.6265227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.73871481002337,-43.06345924776222]}",LightVeg,LE07,0.6982736219263674
100_0,293.93195,0.094815604,0.08853314,0.06154734,0.39801773,0.1723832,0.06575804,185,-0.32136762,0.7321496,-635233091,0.33544272,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.5934922899835,-43.127870997413694]}",LightVeg,LE07,0.7093361164684238
101_0,294.45032,0.10284556,0.09937646,0.075240925,0.3866174,0.19869126,0.08161602,185,-0.33319542,0.6741818,-1973912530,0.53012866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.57728297259231,-43.12511080100549]}",LightVeg,LE07,0.7203501667820046
102_0,293.93195,0.10123957,0.09576202,0.06839413,0.3030148,0.1556417,0.06575804,188,-0.23818137,0.63170445,-1579865894,1.6409473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.51562547032623,-43.18024610204312]}",LightVeg,LE07,0.7093361164684238
103_0,291.8354,0.123723425,0.12648477,0.10262808,0.4284187,0.23217425,0.122393675,189,-0.29467955,0.6134876,-1271787629,1.2280078,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.4929027572521,-43.160427136584346]}",LightVeg,LE07,0.6647897361128138
104_0,294.96646,0.104451545,0.10479812,0.10262808,0.31821528,0.24652411,0.115597405,186,-0.4034074,0.5122742,-932880510,0.17703982,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.39477285975929,-43.194798621429115]}",LightVeg,LE07,0.7313168352405413
105_0,292.88834,0.09802759,0.0939548,0.06497074,0.4322188,0.19629963,0.07481974,187,-0.35260385,0.738648,1990798675,1.8055263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.4424676705517,-43.22826844372173]}",LightVeg,LE07,0.6871620457317773
106_0,293.4113,0.10123957,0.09576202,0.06497074,0.45881963,0.1891247,0.07255432,185,-0.32771862,0.7519208,-817033971,0.2574049,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.36062484820815,-43.2472904037283]}",LightVeg,LE07,0.6982736219263674
107_0,293.4113,0.094815604,0.09034036,0.051277153,0.42461857,0.17716649,0.061227188,188,-0.32457536,0.78450257,247626283,1.2542489,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.39218366200515,-43.26961388233771]}",LightVeg,LE07,0.6982736219263674
108_0,291.30533,0.08999764,0.07407538,0.044430364,0.33721587,0.11737544,0.036307506,187,-0.22616807,0.76716465,491529785,0.69317764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.31604358255575,-43.26837354215415]}",LightVeg,LE07,0.6535270904162661
109_0,292.36304,0.0964216,0.09576202,0.071817525,0.3866174,0.18194978,0.07028889,182,-0.31034964,0.6866839,1966356303,1.2628623,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.19850739644815,-43.35135266108439]}",LightVeg,LE07,0.6760007504605923
110_0,292.36304,0.10123957,0.09756924,0.08208771,0.33341575,0.20108292,0.09067772,186,-0.3466028,0.6048759,-1852913207,0.34635285,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.123740078474,-43.35080424086804]}",LightVeg,LE07,0.6760007504605923
111_0,297.00912,0.09320962,0.08853314,0.07866432,0.36001655,0.22739097,0.09067772,186,-0.43952906,0.6413597,1595753144,0.41870055,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.30790729248494,-43.78540715740734]}",LightVeg,LE07,0.7747181895116971
113_0,297.51447,0.08999764,0.08130426,0.059835643,0.3486162,0.22739097,0.09520857,187,-0.4732393,0.70701253,-929069601,0.5395166,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.30522183940477,-43.77055799930388]}",LightVeg,LE07,0.7854555977837195
114_0,297.51447,0.08678566,0.0849187,0.07352922,0.39041752,0.23695754,0.10200485,217,-0.47235185,0.6830273,-109679962,10.488693,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.29771524058359,-43.684950379063025]}",LightVeg,LE07,0.7854555977837195
115_0,293.93195,0.08839165,0.08853314,0.066682436,0.39801773,0.21543276,0.08614687,185,-0.41747978,0.71300876,1373576528,0.5067919,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.308549668073,-43.69275512377038]}",LightVeg,LE07,0.7093361164684238
116_0,295.48038,0.09320962,0.08853314,0.066682436,0.39421764,0.24413246,0.10880113,186,-0.46773493,0.7106426,1400592927,0.13601956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.31339754522446,-43.694362652935496]}",LightVeg,LE07,0.7422363343187207
117_0,296.50168,0.08678566,0.0849187,0.06497074,0.3866174,0.22021605,0.08841229,188,-0.44340196,0.71225667,-916848523,1.0001924,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.323841568814,-43.69811521424971]}",LightVeg,LE07,0.7639363740302395
118_0,300.5038,0.1108755,0.110219784,0.13172695,0.24981317,0.35893127,0.24019581,187,-0.5301309,0.30949882,295895056,0.82454824,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.31877703756157,-43.79618195854614]}",LightVeg,LE07,0.8489712931825589
120_0,298.51895,0.08517967,0.07949704,0.058123946,0.35241634,0.22021605,0.08841229,185,-0.4695124,0.7168417,-1416833775,0.7105761,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.2794869856221,-43.84733626502486]}",LightVeg,LE07,0.8067982550728868
121_0,296.50168,0.08839165,0.08130426,0.075240925,0.2992147,0.19629963,0.09294315,186,-0.41424266,0.59813166,-845225481,0.86485744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.29744071626396,-43.85512420148747]}",LightVeg,LE07,0.7639363740302395
122_0,294.45032,0.08678566,0.07768982,0.06154734,0.341016,0.16999157,0.06575804,187,-0.37266323,0.6942228,-409048051,0.5336883,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.19773512340467,-44.06845466576152]}",LightVeg,LE07,0.7203501667820046
123_0,296.50168,0.099633574,0.09937646,0.09406959,0.31061503,0.27522382,0.13825166,187,-0.46942666,0.53509676,1395078244,0.6957488,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.1575603495708,-44.03421407315303]}",LightVeg,LE07,0.7639363740302395
124_0,294.96646,0.0803617,0.07226816,0.042718668,0.4284187,0.19629963,0.07028889,186,-0.46182558,0.8186573,2116667676,0.8375674,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.2122775130134,-44.04952140220154]}",LightVeg,LE07,0.7313168352405413
125_0,298.01773,0.09320962,0.09034036,0.071817525,0.3486162,0.24652411,0.1065357,198,-0.4636397,0.6583646,-1225925464,7.1602364,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.1637129288496,-44.0930877104309]}",LightVeg,LE07,0.7961485988463045
126_0,295.9921,0.094815604,0.0939548,0.08722281,0.31821528,0.24652411,0.11333197,191,-0.4481021,0.5697355,-1145403965,2.20589,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.16857880702636,-44.09091982730957]}",LightVeg,LE07,0.7531090889659133
127_0,295.9921,0.094815604,0.0939548,0.07866432,0.3676168,0.22978261,0.10200485,200,-0.41956168,0.64746743,-863054468,11.43723,"{""geodesic"":false,""type"":""Point"",""coordinates"":[171.13635092933578,-44.09150303612027]}",LightVeg,LE07,0.7531090889659133
128_0,302.94168,0.104451545,0.09756924,0.104339786,0.20421176,0.2632656,0.16317134,181,-0.4592028,0.32368,1655597460,1.868495,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.575083329995,-43.81150325751958]}",LightVeg,LE07,0.900770072005547
129_0,298.01773,0.10123957,0.0939548,0.08722281,0.2574134,0.22260769,0.11106655,180,-0.406406,0.49382678,571180260,2.0771823,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.57651805421435,-43.819611994645804]}",LightVeg,LE07,0.7961485988463045
130_0,299.01813,0.099633574,0.09214758,0.08551111,0.32961562,0.24652411,0.11106655,181,-0.45582944,0.5880241,-87837485,1.2971462,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.35474208672596,-43.97469831411447]}",LightVeg,LE07,0.8174045664634628
131_0,297.00912,0.09320962,0.09034036,0.075240925,0.341016,0.23217425,0.097473994,185,-0.43977508,0.63848805,-1771028776,0.15303257,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.21499648823763,-43.99246093092733]}",LightVeg,LE07,0.7747181895116971
132_0,293.93195,0.08839165,0.08311148,0.058123946,0.35241634,0.19869126,0.07708517,188,-0.41014427,0.7168417,-1582598724,2.113196,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.211348450422,-43.985413082081216]}",LightVeg,LE07,0.7093361164684238
133_0,292.36304,0.08678566,0.08311148,0.049565457,0.50442106,0.18434142,0.068023466,179,-0.37849632,0.821059,-1880232876,2.4551497,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.21374964640708,-43.97354499692186]}",LightVeg,LE07,0.6760007504605923
134_0,294.45032,0.09320962,0.09034036,0.075240925,0.38281727,0.20586619,0.07935059,188,-0.3900178,0.67147875,-1973597841,6.491908,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.97023682241485,-43.86680810692206]}",LightVeg,LE07,0.7203501667820046
135_0,292.88834,0.09320962,0.09214758,0.08208771,0.3448161,0.17955813,0.07935059,203,-0.32171038,0.6154276,-1168005533,6.726405,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.97827891955134,-43.8549954525643]}",LightVeg,LE07,0.6871620457317773
136_0,292.88834,0.08999764,0.08311148,0.07352922,0.3676168,0.16520828,0.068023466,216,-0.3306092,0.6666445,-1973895200,9.942529,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.9739901537089,-43.84388248947259]}",LightVeg,LE07,0.6871620457317773
137_0,292.36304,0.094815604,0.09214758,0.06154734,0.4550195,0.19390798,0.07708517,180,-0.35573646,0.7617062,1047032066,1.6731348,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.61061170063468,-43.645289800442164]}",LightVeg,LE07,0.6760007504605923
138_0,292.36304,0.09160363,0.09034036,0.059835643,0.5158214,0.18194978,0.06575804,186,-0.33644044,0.7921136,-1089677739,0.40230706,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.5809897558517,-43.6395235035322]}",LightVeg,LE07,0.6760007504605923
139_0,292.36304,0.09160363,0.0849187,0.06154734,0.3866174,0.16759992,0.07028889,185,-0.32742622,0.7253361,2134917794,0.18764989,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.58118997044164,-43.646819179549134]}",LightVeg,LE07,0.6760007504605923
140_0,291.30533,0.099633574,0.1029909,0.07866432,0.40561798,0.20825784,0.08614687,186,-0.33820838,0.6751303,-312733671,0.5000056,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.78552041632926,-43.56732638351382]}",LightVeg,LE07,0.6535270904162661
141_0,292.36304,0.08999764,0.08130426,0.06839413,0.24981317,0.14368351,0.06349261,187,-0.2772562,0.57012844,1095446277,0.841769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.83300715561722,-43.53216469312222]}",LightVeg,LE07,0.6760007504605923
142_0,290.77283,0.08839165,0.07046094,0.051277153,0.2536133,0.09585066,0.036307506,182,-0.15266357,0.66363555,1053726592,1.0187136,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.82730826213347,-43.538859485235]}",LightVeg,LE07,0.642212813370947
143_0,291.8354,0.09320962,0.07768982,0.07010583,0.33721587,0.17477484,0.07481974,185,-0.38454896,0.6557717,218432249,0.48544604,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.86247708868706,-43.465470429701625]}",LightVeg,LE07,0.6647897361128138
144_0,291.8354,0.09160363,0.07949704,0.06497074,0.33721587,0.16042499,0.061227188,184,-0.3373094,0.6769125,-819836454,0.44891566,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.88208971424,-43.46782489573917]}",LightVeg,LE07,0.6647897361128138
145_0,291.30533,0.09160363,0.09214758,0.058123946,0.44741926,0.18673305,0.068023466,185,-0.33916113,0.7700535,-799199010,0.16464509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.96653355132528,-43.45295190448148]}",LightVeg,LE07,0.6535270904162661
146_0,292.88834,0.09320962,0.08672592,0.06497074,0.40561798,0.18194978,0.068023466,183,-0.35441932,0.7238746,-1822368723,0.97503215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.96928739289856,-43.4872830208243]}",LightVeg,LE07,0.6871620457317773
147_0,292.88834,0.0964216,0.09214758,0.075240925,0.37141693,0.18434142,0.07255432,183,-0.33344486,0.6630937,1293442188,0.8739848,"{""geodesic"":false,""type"":""Point"",""coordinates"":[169.96385710144992,-43.479400243554316]}",LightVeg,LE07,0.6871620457317773
148_0,292.88834,0.099633574,0.09576202,0.07695262,0.29161444,0.17477484,0.07481974,186,-0.29205933,0.5824227,-665678152,0.6915157,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.1894694532889,-43.36290473544211]}",LightVeg,LE07,0.6871620457317773
149_0,292.36304,0.09802759,0.09756924,0.066682436,0.4132182,0.17955813,0.07028889,180,-0.29585272,0.722099,-221400030,2.1411777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.15500161220086,-43.392099766418504]}",LightVeg,LE07,0.6760007504605923
150_0,292.88834,0.0964216,0.0939548,0.06497074,0.39041752,0.1891247,0.07028889,183,-0.33619496,0.71465784,1778158118,0.79998326,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.13549801579782,-43.38303961370879]}",LightVeg,LE07,0.6871620457317773
151_0,292.88834,0.10284556,0.09576202,0.063259035,0.4284187,0.19390798,0.07935059,186,-0.3388199,0.7426809,536192431,0.3301954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.37747227738922,-43.18957308069619]}",LightVeg,LE07,0.6871620457317773
152_0,292.36304,0.094815604,0.08130426,0.051277153,0.39421764,0.14607514,0.054430913,185,-0.2848582,0.76979685,1571476518,0.23755449,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.37568160955783,-43.22035950781272]}",LightVeg,LE07,0.6760007504605923
153_0,291.8354,0.094815604,0.08853314,0.06839413,0.3486162,0.1723832,0.07255432,186,-0.32136762,0.6719787,723831084,0.79164094,"{""geodesic"":false,""type"":""Point"",""coordinates"":[170.44004248353104,-43.21069740155138]}",LightVeg,LE07,0.6647897361128138
